elapsed_s,step_idx,rover_x_cm,rover_y_cm,rover_heading_deg,sensor_index,sensor_label,sensor_x_cm,sensor_y_cm,sensor_yaw_deg,distance_cm,is_obstacle
2.747,13,-5664.00,-10064.00,180.50,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,514.41,1
2.747,13,-5664.00,-10064.00,180.50,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
2.747,13,-5664.00,-10064.00,180.50,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,546.25,1
2.747,13,-5664.00,-10064.00,180.50,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,280.49,1
2.747,13,-5664.00,-10064.00,180.50,5,front_left_frame_pitch_n25,325.00,75.00,0.00,420.04,1
2.747,13,-5664.00,-10064.00,180.50,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,428.03,1
2.747,13,-5664.00,-10064.00,180.50,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,391.79,1
2.747,13,-5664.00,-10064.00,180.50,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,401.99,1
2.747,13,-5664.00,-10064.00,180.50,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,470.76,1
2.747,13,-5664.00,-10064.00,180.50,10,rear_left_frame_backward,-320.00,80.00,180.00,575.04,1
2.747,13,-5664.00,-10064.00,180.50,11,rear_right_frame_backward,-320.00,-50.00,180.00,386.32,1
2.747,13,-5664.00,-10064.00,180.50,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,610.23,0
2.747,13,-5664.00,-10064.00,180.50,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
2.747,13,-5664.00,-10064.00,180.50,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
2.747,13,-5664.00,-10064.00,180.50,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
2.747,13,-5664.00,-10064.00,180.50,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,806.91,0
2.968,14,-5664.00,-10064.00,180.50,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
2.968,14,-5664.00,-10064.00,180.50,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,514.41,1
2.968,14,-5664.00,-10064.00,180.50,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
2.968,14,-5664.00,-10064.00,180.50,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,546.25,1
2.968,14,-5664.00,-10064.00,180.50,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,280.49,1
2.968,14,-5664.00,-10064.00,180.50,5,front_left_frame_pitch_n25,325.00,75.00,0.00,420.04,1
2.968,14,-5664.00,-10064.00,180.50,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,428.03,1
2.968,14,-5664.00,-10064.00,180.50,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,391.79,1
2.968,14,-5664.00,-10064.00,180.50,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,401.99,1
2.968,14,-5664.00,-10064.00,180.50,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,470.76,1
2.968,14,-5664.00,-10064.00,180.50,10,rear_left_frame_backward,-320.00,80.00,180.00,575.04,1
2.968,14,-5664.00,-10064.00,180.50,11,rear_right_frame_backward,-320.00,-50.00,180.00,386.32,1
2.968,14,-5664.00,-10064.00,180.50,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,610.23,0
2.968,14,-5664.00,-10064.00,180.50,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
2.968,14,-5664.00,-10064.00,180.50,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
2.968,14,-5664.00,-10064.00,180.50,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
2.968,14,-5664.00,-10064.00,180.50,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,806.91,0
3.174,15,-5664.00,-10064.00,180.50,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
3.174,15,-5664.00,-10064.00,180.50,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,514.41,1
3.174,15,-5664.00,-10064.00,180.50,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
3.174,15,-5664.00,-10064.00,180.50,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,546.25,1
3.174,15,-5664.00,-10064.00,180.50,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,280.49,1
3.174,15,-5664.00,-10064.00,180.50,5,front_left_frame_pitch_n25,325.00,75.00,0.00,420.04,1
3.174,15,-5664.00,-10064.00,180.50,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,428.03,1
3.174,15,-5664.00,-10064.00,180.50,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,391.79,1
3.174,15,-5664.00,-10064.00,180.50,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,401.99,1
3.174,15,-5664.00,-10064.00,180.50,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,470.76,1
3.174,15,-5664.00,-10064.00,180.50,10,rear_left_frame_backward,-320.00,80.00,180.00,575.04,1
3.174,15,-5664.00,-10064.00,180.50,11,rear_right_frame_backward,-320.00,-50.00,180.00,386.32,1
3.174,15,-5664.00,-10064.00,180.50,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,610.23,0
3.174,15,-5664.00,-10064.00,180.50,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
3.174,15,-5664.00,-10064.00,180.50,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
3.174,15,-5664.00,-10064.00,180.50,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
3.174,15,-5664.00,-10064.00,180.50,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,806.91,0
3.386,16,-5664.00,-10064.00,180.50,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
3.386,16,-5664.00,-10064.00,180.50,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,514.41,1
3.386,16,-5664.00,-10064.00,180.50,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
3.386,16,-5664.00,-10064.00,180.50,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,546.25,1
3.386,16,-5664.00,-10064.00,180.50,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,280.49,1
3.386,16,-5664.00,-10064.00,180.50,5,front_left_frame_pitch_n25,325.00,75.00,0.00,420.04,1
3.386,16,-5664.00,-10064.00,180.50,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,428.03,1
3.386,16,-5664.00,-10064.00,180.50,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,391.79,1
3.386,16,-5664.00,-10064.00,180.50,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,401.99,1
3.386,16,-5664.00,-10064.00,180.50,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,470.76,1
3.386,16,-5664.00,-10064.00,180.50,10,rear_left_frame_backward,-320.00,80.00,180.00,575.04,1
3.386,16,-5664.00,-10064.00,180.50,11,rear_right_frame_backward,-320.00,-50.00,180.00,386.32,1
3.386,16,-5664.00,-10064.00,180.50,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,610.23,0
3.386,16,-5664.00,-10064.00,180.50,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
3.386,16,-5664.00,-10064.00,180.50,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
3.386,16,-5664.00,-10064.00,180.50,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
3.386,16,-5664.00,-10064.00,180.50,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,806.91,0
3.613,17,-5664.00,-10064.00,180.50,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
3.613,17,-5664.00,-10064.00,180.50,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,514.41,1
3.613,17,-5664.00,-10064.00,180.50,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
3.613,17,-5664.00,-10064.00,180.50,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,546.25,1
3.613,17,-5664.00,-10064.00,180.50,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,280.49,1
3.613,17,-5664.00,-10064.00,180.50,5,front_left_frame_pitch_n25,325.00,75.00,0.00,420.04,1
3.613,17,-5664.00,-10064.00,180.50,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,428.03,1
3.613,17,-5664.00,-10064.00,180.50,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,391.79,1
3.613,17,-5664.00,-10064.00,180.50,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,401.99,1
3.613,17,-5664.00,-10064.00,180.50,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,470.76,1
3.613,17,-5664.00,-10064.00,180.50,10,rear_left_frame_backward,-320.00,80.00,180.00,575.04,1
3.613,17,-5664.00,-10064.00,180.50,11,rear_right_frame_backward,-320.00,-50.00,180.00,386.32,1
3.613,17,-5664.00,-10064.00,180.50,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,610.23,0
3.613,17,-5664.00,-10064.00,180.50,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
3.613,17,-5664.00,-10064.00,180.50,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
3.613,17,-5664.00,-10064.00,180.50,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
3.613,17,-5664.00,-10064.00,180.50,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,806.91,0
3.841,18,-5664.00,-10063.40,180.80,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
3.841,18,-5664.00,-10063.40,180.80,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,490.99,1
3.841,18,-5664.00,-10063.40,180.80,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
3.841,18,-5664.00,-10063.40,180.80,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,524.13,1
3.841,18,-5664.00,-10063.40,180.80,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,322.00,1
3.841,18,-5664.00,-10063.40,180.80,5,front_left_frame_pitch_n25,325.00,75.00,0.00,403.88,1
3.841,18,-5664.00,-10063.40,180.80,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,411.30,1
3.841,18,-5664.00,-10063.40,180.80,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.77,1
3.841,18,-5664.00,-10063.40,180.80,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,404.65,1
3.841,18,-5664.00,-10063.40,180.80,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,550.35,1
3.841,18,-5664.00,-10063.40,180.80,10,rear_left_frame_backward,-320.00,80.00,180.00,551.72,1
3.841,18,-5664.00,-10063.40,180.80,11,rear_right_frame_backward,-320.00,-50.00,180.00,417.52,1
3.841,18,-5664.00,-10063.40,180.80,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,626.87,0
3.841,18,-5664.00,-10063.40,180.80,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
3.841,18,-5664.00,-10063.40,180.80,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
3.841,18,-5664.00,-10063.40,180.80,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
3.841,18,-5664.00,-10063.40,180.80,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,742.60,0
4.046,19,-5664.00,-10063.40,180.80,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
4.046,19,-5664.00,-10063.40,180.80,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,490.99,1
4.046,19,-5664.00,-10063.40,180.80,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
4.046,19,-5664.00,-10063.40,180.80,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,524.13,1
4.046,19,-5664.00,-10063.40,180.80,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,322.00,1
4.046,19,-5664.00,-10063.40,180.80,5,front_left_frame_pitch_n25,325.00,75.00,0.00,403.88,1
4.046,19,-5664.00,-10063.40,180.80,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,411.30,1
4.046,19,-5664.00,-10063.40,180.80,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.77,1
4.046,19,-5664.00,-10063.40,180.80,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,404.65,1
4.046,19,-5664.00,-10063.40,180.80,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,550.35,1
4.046,19,-5664.00,-10063.40,180.80,10,rear_left_frame_backward,-320.00,80.00,180.00,551.72,1
4.046,19,-5664.00,-10063.40,180.80,11,rear_right_frame_backward,-320.00,-50.00,180.00,417.52,1
4.046,19,-5664.00,-10063.40,180.80,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,626.87,0
4.046,19,-5664.00,-10063.40,180.80,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
4.046,19,-5664.00,-10063.40,180.80,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
4.046,19,-5664.00,-10063.40,180.80,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
4.046,19,-5664.00,-10063.40,180.80,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,742.60,0
4.263,20,-5664.00,-10063.40,180.80,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
4.263,20,-5664.00,-10063.40,180.80,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,490.99,1
4.263,20,-5664.00,-10063.40,180.80,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
4.263,20,-5664.00,-10063.40,180.80,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,524.13,1
4.263,20,-5664.00,-10063.40,180.80,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,322.00,1
4.263,20,-5664.00,-10063.40,180.80,5,front_left_frame_pitch_n25,325.00,75.00,0.00,403.88,1
4.263,20,-5664.00,-10063.40,180.80,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,411.30,1
4.263,20,-5664.00,-10063.40,180.80,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.77,1
4.263,20,-5664.00,-10063.40,180.80,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,404.65,1
4.263,20,-5664.00,-10063.40,180.80,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,550.35,1
4.263,20,-5664.00,-10063.40,180.80,10,rear_left_frame_backward,-320.00,80.00,180.00,551.72,1
4.263,20,-5664.00,-10063.40,180.80,11,rear_right_frame_backward,-320.00,-50.00,180.00,417.52,1
4.263,20,-5664.00,-10063.40,180.80,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,626.87,0
4.263,20,-5664.00,-10063.40,180.80,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
4.263,20,-5664.00,-10063.40,180.80,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
4.263,20,-5664.00,-10063.40,180.80,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
4.263,20,-5664.00,-10063.40,180.80,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,742.60,0
4.481,21,-5664.00,-10063.40,180.80,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
4.481,21,-5664.00,-10063.40,180.80,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,490.99,1
4.481,21,-5664.00,-10063.40,180.80,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
4.481,21,-5664.00,-10063.40,180.80,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,524.13,1
4.481,21,-5664.00,-10063.40,180.80,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,322.00,1
4.481,21,-5664.00,-10063.40,180.80,5,front_left_frame_pitch_n25,325.00,75.00,0.00,403.88,1
4.481,21,-5664.00,-10063.40,180.80,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,411.30,1
4.481,21,-5664.00,-10063.40,180.80,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.77,1
4.481,21,-5664.00,-10063.40,180.80,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,404.65,1
4.481,21,-5664.00,-10063.40,180.80,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,550.35,1
4.481,21,-5664.00,-10063.40,180.80,10,rear_left_frame_backward,-320.00,80.00,180.00,551.72,1
4.481,21,-5664.00,-10063.40,180.80,11,rear_right_frame_backward,-320.00,-50.00,180.00,417.52,1
4.481,21,-5664.00,-10063.40,180.80,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,626.87,0
4.481,21,-5664.00,-10063.40,180.80,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
4.481,21,-5664.00,-10063.40,180.80,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
4.481,21,-5664.00,-10063.40,180.80,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
4.481,21,-5664.00,-10063.40,180.80,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,742.60,0
4.706,22,-5664.00,-10063.40,180.80,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
4.706,22,-5664.00,-10063.40,180.80,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,490.99,1
4.706,22,-5664.00,-10063.40,180.80,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
4.706,22,-5664.00,-10063.40,180.80,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,524.13,1
4.706,22,-5664.00,-10063.40,180.80,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,322.00,1
4.706,22,-5664.00,-10063.40,180.80,5,front_left_frame_pitch_n25,325.00,75.00,0.00,403.88,1
4.706,22,-5664.00,-10063.40,180.80,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,411.30,1
4.706,22,-5664.00,-10063.40,180.80,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.77,1
4.706,22,-5664.00,-10063.40,180.80,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,404.65,1
4.706,22,-5664.00,-10063.40,180.80,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,550.35,1
4.706,22,-5664.00,-10063.40,180.80,10,rear_left_frame_backward,-320.00,80.00,180.00,551.72,1
4.706,22,-5664.00,-10063.40,180.80,11,rear_right_frame_backward,-320.00,-50.00,180.00,417.52,1
4.706,22,-5664.00,-10063.40,180.80,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,626.87,0
4.706,22,-5664.00,-10063.40,180.80,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
4.706,22,-5664.00,-10063.40,180.80,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
4.706,22,-5664.00,-10063.40,180.80,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
4.706,22,-5664.00,-10063.40,180.80,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,742.60,0
4.927,23,-5664.00,-10063.00,181.00,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
4.927,23,-5664.00,-10063.00,181.00,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,538.42,1
4.927,23,-5664.00,-10063.00,181.00,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
4.927,23,-5664.00,-10063.00,181.00,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,580.54,1
4.927,23,-5664.00,-10063.00,181.00,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,356.42,1
4.927,23,-5664.00,-10063.00,181.00,5,front_left_frame_pitch_n25,325.00,75.00,0.00,440.69,1
4.927,23,-5664.00,-10063.00,181.00,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,449.22,1
4.927,23,-5664.00,-10063.00,181.00,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,392.76,1
4.927,23,-5664.00,-10063.00,181.00,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,411.27,1
4.927,23,-5664.00,-10063.00,181.00,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,611.03,0
4.927,23,-5664.00,-10063.00,181.00,10,rear_left_frame_backward,-320.00,80.00,180.00,487.03,1
4.927,23,-5664.00,-10063.00,181.00,11,rear_right_frame_backward,-320.00,-50.00,180.00,342.52,1
4.927,23,-5664.00,-10063.00,181.00,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,554.55,1
4.927,23,-5664.00,-10063.00,181.00,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
4.927,23,-5664.00,-10063.00,181.00,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
4.927,23,-5664.00,-10063.00,181.00,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
4.927,23,-5664.00,-10063.00,181.00,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,914.46,0
5.147,24,-5664.00,-10063.00,181.00,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
5.147,24,-5664.00,-10063.00,181.00,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,538.42,1
5.147,24,-5664.00,-10063.00,181.00,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
5.147,24,-5664.00,-10063.00,181.00,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,580.54,1
5.147,24,-5664.00,-10063.00,181.00,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,356.42,1
5.147,24,-5664.00,-10063.00,181.00,5,front_left_frame_pitch_n25,325.00,75.00,0.00,440.69,1
5.147,24,-5664.00,-10063.00,181.00,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,449.22,1
5.147,24,-5664.00,-10063.00,181.00,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,392.76,1
5.147,24,-5664.00,-10063.00,181.00,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,411.27,1
5.147,24,-5664.00,-10063.00,181.00,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,611.03,0
5.147,24,-5664.00,-10063.00,181.00,10,rear_left_frame_backward,-320.00,80.00,180.00,487.03,1
5.147,24,-5664.00,-10063.00,181.00,11,rear_right_frame_backward,-320.00,-50.00,180.00,342.52,1
5.147,24,-5664.00,-10063.00,181.00,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,554.55,1
5.147,24,-5664.00,-10063.00,181.00,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
5.147,24,-5664.00,-10063.00,181.00,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
5.147,24,-5664.00,-10063.00,181.00,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
5.147,24,-5664.00,-10063.00,181.00,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,914.46,0
5.360,25,-5664.00,-10063.00,181.00,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
5.360,25,-5664.00,-10063.00,181.00,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,538.42,1
5.360,25,-5664.00,-10063.00,181.00,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
5.360,25,-5664.00,-10063.00,181.00,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,580.54,1
5.360,25,-5664.00,-10063.00,181.00,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,356.42,1
5.360,25,-5664.00,-10063.00,181.00,5,front_left_frame_pitch_n25,325.00,75.00,0.00,440.69,1
5.360,25,-5664.00,-10063.00,181.00,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,449.22,1
5.360,25,-5664.00,-10063.00,181.00,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,392.76,1
5.360,25,-5664.00,-10063.00,181.00,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,411.27,1
5.360,25,-5664.00,-10063.00,181.00,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,611.03,0
5.360,25,-5664.00,-10063.00,181.00,10,rear_left_frame_backward,-320.00,80.00,180.00,487.03,1
5.360,25,-5664.00,-10063.00,181.00,11,rear_right_frame_backward,-320.00,-50.00,180.00,342.52,1
5.360,25,-5664.00,-10063.00,181.00,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,554.55,1
5.360,25,-5664.00,-10063.00,181.00,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
5.360,25,-5664.00,-10063.00,181.00,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
5.360,25,-5664.00,-10063.00,181.00,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
5.360,25,-5664.00,-10063.00,181.00,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,914.46,0
5.577,26,-5664.00,-10063.00,181.00,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
5.577,26,-5664.00,-10063.00,181.00,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,538.42,1
5.577,26,-5664.00,-10063.00,181.00,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
5.577,26,-5664.00,-10063.00,181.00,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,580.54,1
5.577,26,-5664.00,-10063.00,181.00,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,356.42,1
5.577,26,-5664.00,-10063.00,181.00,5,front_left_frame_pitch_n25,325.00,75.00,0.00,440.69,1
5.577,26,-5664.00,-10063.00,181.00,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,449.22,1
5.577,26,-5664.00,-10063.00,181.00,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,392.76,1
5.577,26,-5664.00,-10063.00,181.00,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,411.27,1
5.577,26,-5664.00,-10063.00,181.00,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,611.03,0
